sampleName	originalIndex	GSE	samples	MajorType	Neurotransmitter	ShinyNames	CellTypes	PyramidalDeep	BroadTypes	Description	Age	Region	Platform	Reference	PMID	RegionToChildren	RegionToParent	Normalize	Normalize2	Notes
GSM444360	25	GSE17806	GSM444358,GSM444359,GSM444360	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GABAergic Interneurons, PV+, P25	25	Cortex	GPL1261	Okaty et al., 2009	19474331	TRUE	TRUE	TRUE	TRUE	
GSM215857	26	GSE8720	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GabaPV from G42 line	38	Cortex	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	Same as Okaty 2009. GSM444361, GSM444362, GSM444363
GSM215858	26	GSE8720	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GabaPV from G42 line	38	Cortex	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	Same as Okaty 2009. GSM444361, GSM444362, GSM444363
GSM215859	26	GSE8720	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GabaPV from G42 line	38	Cortex	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	Same as Okaty 2009. GSM444361, GSM444362, GSM444363
GSM215860	26	GSE8720	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GabaPV from G42 line	38	Cortex	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	Same as Okaty 2009. GSM444361, GSM444362, GSM444363
GSM63021	27	GSE2882	GSM63021,GSM63022,GSM63023	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GABAergic Interneurons, PV+	70	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63022	27	GSE2882	GSM63021,GSM63022,GSM63023	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GABAergic Interneurons, PV+	70	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63023	27	GSE2882	GSM63021,GSM63022,GSM63023	Neuron	Gabaergic	FS Basket (G42)	GabaPV	GabaPV	Gabaergic	GABAergic Interneurons, PV+	70	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63030	28	GSE2882	GSM63030,GSM63031,GSM63032	Neuron	Gabaergic	GabaReln	GabaReln	GabaReln	Gabaergic	GABAergic Interneurons, PV+	71	Thalamus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63031	28	GSE2882	GSM63030,GSM63031,GSM63032	Neuron	Gabaergic	GabaReln	GabaReln	GabaReln	Gabaergic	GABAergic Interneurons, PV+	71	Thalamus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63032	28	GSE2882	GSM63030,GSM63031,GSM63032	Neuron	Gabaergic	GabaReln	GabaReln	GabaReln	Gabaergic	GABAergic Interneurons, PV+	71	Thalamus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63018	29	GSE2882	GSM63018,GSM63019,GSM63020	Neuron	Gabaergic	Martinotti (GIN)	GabaRelnCalb	GabaRelnCalb	Gabaergic	GABAergic Interneurons, SST+	68	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63019	29	GSE2882	GSM63018,GSM63019,GSM63020	Neuron	Gabaergic	Martinotti (GIN)	GabaRelnCalb	GabaRelnCalb	Gabaergic	GABAergic Interneurons, SST+	68	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63020	29	GSE2882	GSM63018,GSM63019,GSM63020	Neuron	Gabaergic	Martinotti (GIN)	GabaRelnCalb	GabaRelnCalb	Gabaergic	GABAergic Interneurons, SST+	68	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63015	30	GSE2882	GSM63015,GSM63016,GSM63017	Neuron	Gabaergic	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gabaergic	GABAergic Interneurons, SST+	69	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63016	30	GSE2882	GSM63015,GSM63016,GSM63017	Neuron	Gabaergic	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gabaergic	GABAergic Interneurons, SST+	69	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63017	30	GSE2882	GSM63015,GSM63016,GSM63017	Neuron	Gabaergic	GabaSSTReln	GabaSSTReln	GabaSSTReln	Gabaergic	GABAergic Interneurons, SST+	69	Hippocampus	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63024	31	GSE2882	GSM63024,GSM63025,GSM63026	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	66	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63025	31	GSE2882	GSM63024,GSM63025,GSM63026	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	66	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63026	31	GSE2882	GSM63024,GSM63025,GSM63026	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	66	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63027	32	GSE2882	GSM63027,GSM63028,GSM63029	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	67	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63028	32	GSE2882	GSM63027,GSM63028,GSM63029	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	67	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM63029	32	GSE2882	GSM63027,GSM63028,GSM63029	Neuron	Gabaergic	VIPReln (G30)	GabaVIPReln	GabaVIPReln	Gabaergic	GABAergic Interneurons, VIP+	67	Cortex	GPL339	Sugino et al., 2006	16369481	TRUE	TRUE	TRUE	FALSE	
GSM337825	33	GSE13379	GSM337825,GSM337826,GSM337827	Neuron	Gabaergic	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337826	33	GSE13379	GSM337825,GSM337826,GSM337827	Neuron	Gabaergic	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337827	33	GSE13379	GSM337825,GSM337826,GSM337827	Neuron	Gabaergic	Golgi	Golgi	Golgi	Golgi	Golgi Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337848	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337849	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337850	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337851	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337852	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337853	34	GSE13379	GSM337848,GSM337849,GSM337850,GSM337851,GSM337852,GSM337853	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Adult	Cerebellum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM1373399	35	GSE57034	GSM1373399,GSM1373400,GSM1373401	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	84	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373400	35	GSE57034	GSM1373399,GSM1373400,GSM1373401	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	84	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373401	35	GSE57034	GSM1373399,GSM1373400,GSM1373401	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	84	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373408	36	GSE57034	GSM1373408,GSM1373409,GSM1373410	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373409	36	GSE57034	GSM1373408,GSM1373409,GSM1373410	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373410	36	GSE57034	GSM1373408,GSM1373409,GSM1373410	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373414	37	GSE57034	GSM1373414,GSM1373415,GSM1373416	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373415	37	GSE57034	GSM1373414,GSM1373415,GSM1373416	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM1373416	37	GSE57034	GSM1373414,GSM1373415,GSM1373416	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Galloway et al 2014	24986919	TRUE	TRUE	TRUE	TRUE	
GSM909419	38	GSE37055	GSM909419,GSM909420,GSM909421	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	14	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909420	38	GSE37055	GSM909419,GSM909420,GSM909421	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	14	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909421	38	GSE37055	GSM909419,GSM909420,GSM909421	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	14	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909422	39	GSE37055	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	21	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909423	39	GSE37055	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	21	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909424	39	GSE37055	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	21	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909425	39	GSE37055	GSM909422,GSM909423,GSM909424,GSM909425	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	21	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909426	40	GSE37055	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909427	40	GSE37055	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909428	40	GSE37055	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909429	40	GSE37055	GSM909426,GSM909427,GSM909428,GSM909429	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	28	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909430	41	GSE37055	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	35	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909431	41	GSE37055	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	35	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909432	41	GSE37055	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	35	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909433	41	GSE37055	GSM909430,GSM909431,GSM909432,GSM909433	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	35	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909434	42	GSE37055	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909435	42	GSE37055	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909436	42	GSE37055	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
GSM909437	42	GSE37055	GSM909434,GSM909435,GSM909436,GSM909437	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	56	Cerebellum	GPL1261	Paul et al 2012	22754500	TRUE	TRUE	TRUE	TRUE	
PC400_1	43	NA	PC400_1,PC400_2,PC400_3	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	65	Cerebellum	GPL339	Rossner et al., 2006	17005859	TRUE	TRUE	TRUE	FALSE	
PC400_2	43	NA	PC400_1,PC400_2,PC400_3	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	65	Cerebellum	GPL339	Rossner et al., 2006	17005859	TRUE	TRUE	TRUE	FALSE	
PC400_3	43	NA	PC400_1,PC400_2,PC400_3	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	65	Cerebellum	GPL339	Rossner et al., 2006	17005859	TRUE	TRUE	TRUE	FALSE	
GSM444379	44	GSE8720	GSM444379,GSM444380,GSM444381	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells from G42	38	Cerebellum	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM444380	44	GSE8720	GSM444379,GSM444380,GSM444381	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells from G42	38	Cerebellum	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
GSM444381	44	GSE8720	GSM444379,GSM444380,GSM444381	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells from G42	38	Cerebellum	GPL1261	Sugino et al. 2014	25232122	TRUE	TRUE	TRUE	TRUE	
v2_cbw60	45	NA	v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	45	Cerebellum	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
v2_cbw73	45	NA	v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	45	Cerebellum	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
v2_cbw87	45	NA	v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	45	Cerebellum	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
v2_cbw87b	45	NA	v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	Gabaergic	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	45	Cerebellum	GPL339	Unpublished	NA	TRUE	TRUE	TRUE	FALSE	
GSM337807	46	GSE13379	GSM337807,GSM337808,GSM337809	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd1+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337808	46	GSE13379	GSM337807,GSM337808,GSM337809	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd1+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337809	46	GSE13379	GSM337807,GSM337808,GSM337809	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd1+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337812	47	GSE13379	GSM337812,GSM337813,GSM337814	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337813	47	GSE13379	GSM337812,GSM337813,GSM337814	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM337814	47	GSE13379	GSM337812,GSM337813,GSM337814	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	Adult	Striatum	GPL1261	Doyle et al., 2008	19013282	TRUE	TRUE	TRUE	TRUE	
GSM1329477	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329478	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329479	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329485	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329486	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329488	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329489	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
GSM1329490	48	GSE55096	GSM1329477,GSM1329478,GSM1329479,GSM1329485,GSM1329486,GSM1329488,GSM1329489,GSM1329490,GSM1329491,GSM1329492	Neuron	Gabaergic	Spiny	Spiny	Spiny	Spiny	Drd2+ Medium Spiny Neurons	80	Striatum	GPL1261	Heiman et al 2014	24599591	TRUE	TRUE	TRUE	TRUE	
